carnet,nombre,carrera,departamento,promedio
EST069338,Estudiante 69338,Contaduría,Santa Ana,6.24
EST069339,Estudiante 69339,Arquitectura,San Miguel,9.67
EST069340,Estudiante 69340,Ingeniería Industrial,San Salvador,7.69
EST069341,Estudiante 69341,Ingeniería en Sistemas,San Miguel,5.96
EST069342,Estudiante 69342,Ingeniería en Sistemas,Santa Ana,9.15
EST069343,Estudiante 69343,Contaduría,La Libertad,6.81
EST069344,Estudiante 69344,Ingeniería Industrial,La Libertad,5.6
EST069345,Estudiante 69345,Contaduría,La Libertad,5.95
EST069346,Estudiante 69346,Administración,San Salvador,5.56
EST069347,Estudiante 69347,Administración,San Salvador,8.88
EST069348,Estudiante 69348,Contaduría,Sonsonate,7.13
EST069349,Estudiante 69349,Arquitectura,San Salvador,7.47
EST069350,Estudiante 69350,Ingeniería Industrial,La Libertad,7.99
EST069351,Estudiante 69351,Ingeniería Industrial,Sonsonate,9.02
EST069352,Estudiante 69352,Arquitectura,San Salvador,7.51
EST069353,Estudiante 69353,Ingeniería en Sistemas,San Miguel,8.48
EST069354,Estudiante 69354,Ingeniería Industrial,San Miguel,7.13
EST069355,Estudiante 69355,Arquitectura,La Libertad,5.27
EST069356,Estudiante 69356,Arquitectura,San Miguel,7.49
EST069357,Estudiante 69357,Contaduría,Santa Ana,6.73
EST069358,Estudiante 69358,Arquitectura,Sonsonate,7.35
EST069359,Estudiante 69359,Arquitectura,San Salvador,6.04
EST069360,Estudiante 69360,Administración,San Salvador,9.96
EST069361,Estudiante 69361,Ingeniería en Sistemas,Santa Ana,7.46
EST069362,Estudiante 69362,Ingeniería Industrial,La Libertad,6.22
EST069363,Estudiante 69363,Ingeniería en Sistemas,Santa Ana,5.03
EST069364,Estudiante 69364,Ingeniería en Sistemas,San Miguel,5.14
EST069365,Estudiante 69365,Arquitectura,San Salvador,6.59
EST069366,Estudiante 69366,Ingeniería en Sistemas,Sonsonate,6.85
EST069367,Estudiante 69367,Arquitectura,San Miguel,5.5
EST069368,Estudiante 69368,Arquitectura,La Libertad,9.52
EST069369,Estudiante 69369,Contaduría,Sonsonate,8.66
EST069370,Estudiante 69370,Ingeniería en Sistemas,Santa Ana,7.74
EST069371,Estudiante 69371,Contaduría,Sonsonate,6.41
EST069372,Estudiante 69372,Contaduría,San Miguel,7.35
EST069373,Estudiante 69373,Ingeniería en Sistemas,Santa Ana,5.42
EST069374,Estudiante 69374,Administración,Santa Ana,7.41
EST069375,Estudiante 69375,Contaduría,San Salvador,6.26
EST069376,Estudiante 69376,Ingeniería en Sistemas,San Miguel,9.57
EST069377,Estudiante 69377,Administración,Santa Ana,8.67
EST069378,Estudiante 69378,Arquitectura,Santa Ana,6.66
EST069379,Estudiante 69379,Administración,San Miguel,5.71
EST069380,Estudiante 69380,Arquitectura,La Libertad,9.77
EST069381,Estudiante 69381,Arquitectura,Sonsonate,6.73
EST069382,Estudiante 69382,Ingeniería en Sistemas,San Miguel,9.79
EST069383,Estudiante 69383,Ingeniería Industrial,La Libertad,9.9
EST069384,Estudiante 69384,Arquitectura,Santa Ana,8.95
EST069385,Estudiante 69385,Ingeniería Industrial,San Miguel,8.16
EST069386,Estudiante 69386,Ingeniería en Sistemas,San Salvador,6.73
EST069387,Estudiante 69387,Contaduría,San Miguel,7.59
EST069388,Estudiante 69388,Ingeniería en Sistemas,San Salvador,6.2
EST069389,Estudiante 69389,Arquitectura,Sonsonate,8.88
EST069390,Estudiante 69390,Arquitectura,San Miguel,8.45
EST069391,Estudiante 69391,Ingeniería Industrial,San Miguel,8.71
EST069392,Estudiante 69392,Ingeniería Industrial,San Miguel,7.11
EST069393,Estudiante 69393,Administración,Sonsonate,8.07
EST069394,Estudiante 69394,Administración,San Salvador,6.32
EST069395,Estudiante 69395,Ingeniería en Sistemas,Santa Ana,9.13
EST069396,Estudiante 69396,Ingeniería Industrial,Santa Ana,8.15
EST069397,Estudiante 69397,Arquitectura,Santa Ana,9.37
EST069398,Estudiante 69398,Ingeniería Industrial,Santa Ana,9.53
EST069399,Estudiante 69399,Arquitectura,Santa Ana,9.19
EST069400,Estudiante 69400,Arquitectura,Santa Ana,5.62
EST069401,Estudiante 69401,Contaduría,Santa Ana,8.04
EST069402,Estudiante 69402,Administración,San Salvador,6.2
EST069403,Estudiante 69403,Ingeniería Industrial,La Libertad,9.49
EST069404,Estudiante 69404,Ingeniería en Sistemas,San Miguel,7.96
EST069405,Estudiante 69405,Administración,Santa Ana,6.76
EST069406,Estudiante 69406,Ingeniería en Sistemas,Santa Ana,5.23
EST069407,Estudiante 69407,Ingeniería en Sistemas,La Libertad,5.39
EST069408,Estudiante 69408,Contaduría,Santa Ana,5.02
EST069409,Estudiante 69409,Arquitectura,Sonsonate,5.8
EST069410,Estudiante 69410,Arquitectura,Santa Ana,8.77
EST069411,Estudiante 69411,Ingeniería Industrial,La Libertad,8.06
EST069412,Estudiante 69412,Contaduría,Santa Ana,5.84
EST069413,Estudiante 69413,Contaduría,Sonsonate,8.01
EST069414,Estudiante 69414,Ingeniería Industrial,Santa Ana,9.02
EST069415,Estudiante 69415,Arquitectura,Sonsonate,7.59
EST069416,Estudiante 69416,Ingeniería Industrial,San Salvador,6.72
EST069417,Estudiante 69417,Administración,Sonsonate,5.76
EST069418,Estudiante 69418,Ingeniería en Sistemas,San Miguel,9.46
EST069419,Estudiante 69419,Arquitectura,Sonsonate,9.95
EST069420,Estudiante 69420,Contaduría,Santa Ana,5.36
EST069421,Estudiante 69421,Arquitectura,San Miguel,8.68
EST069422,Estudiante 69422,Contaduría,Santa Ana,5.86
EST069423,Estudiante 69423,Arquitectura,Santa Ana,8.1
EST069424,Estudiante 69424,Arquitectura,San Miguel,5.89
EST069425,Estudiante 69425,Ingeniería Industrial,Sonsonate,8.23
EST069426,Estudiante 69426,Contaduría,San Miguel,5.66
EST069427,Estudiante 69427,Arquitectura,Santa Ana,7.87
EST069428,Estudiante 69428,Administración,San Miguel,8.66
EST069429,Estudiante 69429,Contaduría,Santa Ana,6.56
EST069430,Estudiante 69430,Administración,Sonsonate,6.08
EST069431,Estudiante 69431,Ingeniería en Sistemas,Sonsonate,6.76
EST069432,Estudiante 69432,Ingeniería Industrial,Sonsonate,8.2
EST069433,Estudiante 69433,Administración,San Salvador,7.66
EST069434,Estudiante 69434,Administración,Santa Ana,5.42
EST069435,Estudiante 69435,Arquitectura,San Miguel,7.39
EST069436,Estudiante 69436,Contaduría,Sonsonate,6.4
EST069437,Estudiante 69437,Ingeniería Industrial,Sonsonate,8.99
EST069438,Estudiante 69438,Ingeniería Industrial,San Salvador,7.18
EST069439,Estudiante 69439,Administración,San Miguel,7.64
EST069440,Estudiante 69440,Ingeniería en Sistemas,La Libertad,8.11
EST069441,Estudiante 69441,Administración,La Libertad,6.13
EST069442,Estudiante 69442,Ingeniería Industrial,San Salvador,9.1
EST069443,Estudiante 69443,Contaduría,La Libertad,9.08
EST069444,Estudiante 69444,Ingeniería en Sistemas,Sonsonate,8.31
EST069445,Estudiante 69445,Ingeniería Industrial,La Libertad,9.23
EST069446,Estudiante 69446,Ingeniería en Sistemas,San Miguel,9.42
EST069447,Estudiante 69447,Contaduría,La Libertad,5.18
EST069448,Estudiante 69448,Ingeniería Industrial,Sonsonate,7.2
EST069449,Estudiante 69449,Contaduría,Santa Ana,8.49
EST069450,Estudiante 69450,Ingeniería en Sistemas,La Libertad,5.09
EST069451,Estudiante 69451,Arquitectura,Santa Ana,5.82
EST069452,Estudiante 69452,Arquitectura,Sonsonate,8.43
EST069453,Estudiante 69453,Arquitectura,Santa Ana,5.94
EST069454,Estudiante 69454,Arquitectura,Sonsonate,7.32
EST069455,Estudiante 69455,Contaduría,Santa Ana,5.23
EST069456,Estudiante 69456,Contaduría,San Salvador,5.0
EST069457,Estudiante 69457,Ingeniería en Sistemas,La Libertad,7.2
EST069458,Estudiante 69458,Administración,Santa Ana,7.77
EST069459,Estudiante 69459,Arquitectura,Santa Ana,9.76
EST069460,Estudiante 69460,Ingeniería Industrial,San Salvador,8.39
EST069461,Estudiante 69461,Ingeniería Industrial,La Libertad,7.61
EST069462,Estudiante 69462,Ingeniería Industrial,San Salvador,8.46
EST069463,Estudiante 69463,Arquitectura,Santa Ana,6.69
EST069464,Estudiante 69464,Ingeniería Industrial,Santa Ana,8.78
EST069465,Estudiante 69465,Ingeniería Industrial,San Miguel,9.64
EST069466,Estudiante 69466,Ingeniería en Sistemas,San Salvador,5.06
EST069467,Estudiante 69467,Ingeniería Industrial,La Libertad,5.05
EST069468,Estudiante 69468,Contaduría,San Miguel,6.73
EST069469,Estudiante 69469,Ingeniería en Sistemas,La Libertad,7.34
EST069470,Estudiante 69470,Administración,San Salvador,7.48
EST069471,Estudiante 69471,Ingeniería en Sistemas,Santa Ana,7.13
EST069472,Estudiante 69472,Ingeniería en Sistemas,San Salvador,7.34
EST069473,Estudiante 69473,Ingeniería en Sistemas,Santa Ana,8.77
EST069474,Estudiante 69474,Arquitectura,San Miguel,9.39
EST069475,Estudiante 69475,Arquitectura,San Miguel,5.62
EST069476,Estudiante 69476,Arquitectura,San Miguel,9.38
EST069477,Estudiante 69477,Ingeniería en Sistemas,Santa Ana,8.87
EST069478,Estudiante 69478,Ingeniería Industrial,La Libertad,7.97
EST069479,Estudiante 69479,Arquitectura,San Salvador,7.76
EST069480,Estudiante 69480,Administración,Santa Ana,6.66
EST069481,Estudiante 69481,Contaduría,La Libertad,9.32
EST069482,Estudiante 69482,Ingeniería Industrial,San Miguel,9.41
EST069483,Estudiante 69483,Administración,Sonsonate,7.09
EST069484,Estudiante 69484,Administración,Sonsonate,8.7
EST069485,Estudiante 69485,Contaduría,San Salvador,6.7
EST069486,Estudiante 69486,Contaduría,San Salvador,7.03
EST069487,Estudiante 69487,Ingeniería Industrial,San Miguel,8.79
EST069488,Estudiante 69488,Administración,La Libertad,7.71
EST069489,Estudiante 69489,Contaduría,Santa Ana,8.94
EST069490,Estudiante 69490,Administración,Sonsonate,8.86
EST069491,Estudiante 69491,Administración,Sonsonate,8.18
EST069492,Estudiante 69492,Ingeniería Industrial,San Miguel,8.88
EST069493,Estudiante 69493,Arquitectura,Sonsonate,6.66
EST069494,Estudiante 69494,Contaduría,La Libertad,8.39
EST069495,Estudiante 69495,Contaduría,La Libertad,9.96
EST069496,Estudiante 69496,Arquitectura,La Libertad,5.67
EST069497,Estudiante 69497,Contaduría,San Salvador,9.52
EST069498,Estudiante 69498,Ingeniería Industrial,La Libertad,5.44
EST069499,Estudiante 69499,Arquitectura,Santa Ana,9.35
EST069500,Estudiante 69500,Ingeniería Industrial,La Libertad,5.1
EST069501,Estudiante 69501,Administración,San Salvador,8.67
EST069502,Estudiante 69502,Ingeniería en Sistemas,San Salvador,6.79
EST069503,Estudiante 69503,Contaduría,Sonsonate,7.33
EST069504,Estudiante 69504,Contaduría,San Miguel,6.99
EST069505,Estudiante 69505,Contaduría,San Miguel,7.75
EST069506,Estudiante 69506,Ingeniería en Sistemas,Santa Ana,7.87
EST069507,Estudiante 69507,Contaduría,Sonsonate,9.96
EST069508,Estudiante 69508,Administración,La Libertad,7.22
EST069509,Estudiante 69509,Ingeniería Industrial,San Miguel,6.5
EST069510,Estudiante 69510,Arquitectura,San Salvador,7.81
EST069511,Estudiante 69511,Contaduría,San Salvador,5.87
EST069512,Estudiante 69512,Arquitectura,San Miguel,7.96
EST069513,Estudiante 69513,Ingeniería en Sistemas,San Salvador,6.97
EST069514,Estudiante 69514,Ingeniería en Sistemas,La Libertad,8.02
EST069515,Estudiante 69515,Arquitectura,Sonsonate,5.97
EST069516,Estudiante 69516,Contaduría,San Salvador,9.23
EST069517,Estudiante 69517,Arquitectura,San Miguel,8.12
EST069518,Estudiante 69518,Ingeniería en Sistemas,Santa Ana,5.11
EST069519,Estudiante 69519,Ingeniería en Sistemas,San Miguel,7.86
EST069520,Estudiante 69520,Ingeniería Industrial,La Libertad,6.33
EST069521,Estudiante 69521,Ingeniería en Sistemas,Santa Ana,7.73
EST069522,Estudiante 69522,Ingeniería en Sistemas,Santa Ana,9.01
EST069523,Estudiante 69523,Ingeniería Industrial,La Libertad,5.11
EST069524,Estudiante 69524,Contaduría,Sonsonate,9.74
EST069525,Estudiante 69525,Contaduría,Santa Ana,7.5
EST069526,Estudiante 69526,Ingeniería Industrial,Santa Ana,8.89
EST069527,Estudiante 69527,Ingeniería Industrial,La Libertad,8.0
EST069528,Estudiante 69528,Ingeniería en Sistemas,San Salvador,7.1
EST069529,Estudiante 69529,Arquitectura,La Libertad,9.22
EST069530,Estudiante 69530,Ingeniería en Sistemas,Sonsonate,7.6
EST069531,Estudiante 69531,Ingeniería en Sistemas,La Libertad,7.03
EST069532,Estudiante 69532,Contaduría,San Salvador,7.66
EST069533,Estudiante 69533,Ingeniería en Sistemas,Sonsonate,6.56
EST069534,Estudiante 69534,Arquitectura,La Libertad,9.51
EST069535,Estudiante 69535,Ingeniería Industrial,San Salvador,6.5
EST069536,Estudiante 69536,Contaduría,Santa Ana,6.87
EST069537,Estudiante 69537,Ingeniería en Sistemas,Sonsonate,5.91
EST069538,Estudiante 69538,Arquitectura,Santa Ana,6.97
EST069539,Estudiante 69539,Ingeniería en Sistemas,Sonsonate,9.79
EST069540,Estudiante 69540,Ingeniería en Sistemas,Santa Ana,7.01
EST069541,Estudiante 69541,Administración,San Salvador,6.01
EST069542,Estudiante 69542,Contaduría,Santa Ana,8.39
EST069543,Estudiante 69543,Ingeniería Industrial,Sonsonate,8.01
EST069544,Estudiante 69544,Ingeniería en Sistemas,Santa Ana,9.36
EST069545,Estudiante 69545,Ingeniería Industrial,San Salvador,7.71
EST069546,Estudiante 69546,Ingeniería Industrial,San Salvador,9.62
EST069547,Estudiante 69547,Arquitectura,La Libertad,8.17
EST069548,Estudiante 69548,Ingeniería Industrial,San Salvador,7.88
EST069549,Estudiante 69549,Ingeniería Industrial,San Salvador,8.97
EST069550,Estudiante 69550,Contaduría,San Salvador,6.78
EST069551,Estudiante 69551,Ingeniería en Sistemas,La Libertad,6.87
EST069552,Estudiante 69552,Ingeniería Industrial,Santa Ana,8.68
EST069553,Estudiante 69553,Arquitectura,Sonsonate,8.63
EST069554,Estudiante 69554,Arquitectura,San Salvador,6.23
EST069555,Estudiante 69555,Ingeniería Industrial,Sonsonate,6.3
EST069556,Estudiante 69556,Contaduría,Sonsonate,9.96
EST069557,Estudiante 69557,Contaduría,San Miguel,5.97
EST069558,Estudiante 69558,Ingeniería en Sistemas,Santa Ana,5.96
EST069559,Estudiante 69559,Contaduría,Sonsonate,7.35
EST069560,Estudiante 69560,Ingeniería en Sistemas,La Libertad,9.11
EST069561,Estudiante 69561,Contaduría,Santa Ana,8.52
EST069562,Estudiante 69562,Ingeniería Industrial,Santa Ana,6.62
EST069563,Estudiante 69563,Ingeniería en Sistemas,San Salvador,5.73
EST069564,Estudiante 69564,Administración,San Miguel,9.46
EST069565,Estudiante 69565,Administración,San Miguel,9.0
EST069566,Estudiante 69566,Administración,San Salvador,9.43
EST069567,Estudiante 69567,Ingeniería Industrial,San Miguel,9.56
EST069568,Estudiante 69568,Contaduría,San Salvador,9.52
EST069569,Estudiante 69569,Ingeniería Industrial,La Libertad,7.91
EST069570,Estudiante 69570,Contaduría,La Libertad,7.15
EST069571,Estudiante 69571,Ingeniería Industrial,Santa Ana,8.63
EST069572,Estudiante 69572,Ingeniería en Sistemas,La Libertad,5.47
EST069573,Estudiante 69573,Contaduría,San Miguel,5.12
EST069574,Estudiante 69574,Administración,Santa Ana,9.5
EST069575,Estudiante 69575,Arquitectura,San Salvador,9.33
EST069576,Estudiante 69576,Administración,San Salvador,5.61
EST069577,Estudiante 69577,Contaduría,La Libertad,9.34
EST069578,Estudiante 69578,Ingeniería en Sistemas,San Miguel,5.41
EST069579,Estudiante 69579,Administración,San Miguel,5.64
EST069580,Estudiante 69580,Arquitectura,San Salvador,7.52
EST069581,Estudiante 69581,Arquitectura,San Salvador,8.88
EST069582,Estudiante 69582,Ingeniería en Sistemas,San Salvador,8.15
EST069583,Estudiante 69583,Ingeniería en Sistemas,Sonsonate,7.15
EST069584,Estudiante 69584,Administración,Santa Ana,5.26
EST069585,Estudiante 69585,Ingeniería en Sistemas,San Salvador,8.37
EST069586,Estudiante 69586,Ingeniería en Sistemas,Santa Ana,8.66
EST069587,Estudiante 69587,Contaduría,San Salvador,7.45
EST069588,Estudiante 69588,Contaduría,Sonsonate,5.9
EST069589,Estudiante 69589,Arquitectura,San Salvador,9.33
EST069590,Estudiante 69590,Ingeniería en Sistemas,San Salvador,7.29
EST069591,Estudiante 69591,Administración,San Salvador,5.91
EST069592,Estudiante 69592,Ingeniería en Sistemas,San Salvador,5.65
EST069593,Estudiante 69593,Contaduría,Santa Ana,5.77
EST069594,Estudiante 69594,Contaduría,Santa Ana,6.57
EST069595,Estudiante 69595,Administración,Sonsonate,5.18
EST069596,Estudiante 69596,Ingeniería Industrial,San Salvador,6.64
EST069597,Estudiante 69597,Contaduría,San Salvador,5.54
EST069598,Estudiante 69598,Ingeniería Industrial,La Libertad,7.29
EST069599,Estudiante 69599,Arquitectura,San Salvador,9.77
EST069600,Estudiante 69600,Contaduría,San Miguel,7.06
EST069601,Estudiante 69601,Administración,San Salvador,8.0
EST069602,Estudiante 69602,Administración,Santa Ana,7.49
EST069603,Estudiante 69603,Contaduría,San Miguel,6.33
EST069604,Estudiante 69604,Ingeniería en Sistemas,San Miguel,7.63
EST069605,Estudiante 69605,Administración,San Salvador,9.9
EST069606,Estudiante 69606,Arquitectura,Santa Ana,8.52
EST069607,Estudiante 69607,Arquitectura,La Libertad,7.4
EST069608,Estudiante 69608,Arquitectura,San Salvador,5.93
EST069609,Estudiante 69609,Ingeniería Industrial,San Miguel,5.46
EST069610,Estudiante 69610,Arquitectura,San Salvador,6.35
EST069611,Estudiante 69611,Arquitectura,La Libertad,7.65
EST069612,Estudiante 69612,Administración,La Libertad,9.44
EST069613,Estudiante 69613,Ingeniería en Sistemas,Santa Ana,7.49
EST069614,Estudiante 69614,Contaduría,San Salvador,8.56
EST069615,Estudiante 69615,Ingeniería en Sistemas,La Libertad,8.78
EST069616,Estudiante 69616,Ingeniería Industrial,Santa Ana,7.1
EST069617,Estudiante 69617,Ingeniería Industrial,San Salvador,7.09
EST069618,Estudiante 69618,Contaduría,Sonsonate,9.47
EST069619,Estudiante 69619,Ingeniería Industrial,San Salvador,6.27
EST069620,Estudiante 69620,Arquitectura,San Miguel,5.35
EST069621,Estudiante 69621,Administración,La Libertad,5.25
EST069622,Estudiante 69622,Contaduría,Sonsonate,5.47
EST069623,Estudiante 69623,Arquitectura,Sonsonate,6.44
EST069624,Estudiante 69624,Ingeniería en Sistemas,Santa Ana,6.7
EST069625,Estudiante 69625,Contaduría,La Libertad,7.08
EST069626,Estudiante 69626,Ingeniería en Sistemas,San Salvador,8.04
EST069627,Estudiante 69627,Administración,Sonsonate,8.66
EST069628,Estudiante 69628,Ingeniería en Sistemas,Santa Ana,7.53
EST069629,Estudiante 69629,Contaduría,San Salvador,8.71
EST069630,Estudiante 69630,Contaduría,Santa Ana,6.87
EST069631,Estudiante 69631,Contaduría,San Miguel,9.53
EST069632,Estudiante 69632,Ingeniería en Sistemas,Sonsonate,5.41
EST069633,Estudiante 69633,Ingeniería en Sistemas,San Miguel,9.28
EST069634,Estudiante 69634,Administración,San Salvador,5.49
EST069635,Estudiante 69635,Ingeniería Industrial,San Salvador,8.11
EST069636,Estudiante 69636,Contaduría,San Miguel,9.75
EST069637,Estudiante 69637,Contaduría,San Miguel,6.04
EST069638,Estudiante 69638,Ingeniería Industrial,San Miguel,6.73
EST069639,Estudiante 69639,Ingeniería en Sistemas,La Libertad,8.06
EST069640,Estudiante 69640,Ingeniería Industrial,Sonsonate,6.67
EST069641,Estudiante 69641,Administración,Sonsonate,8.52
EST069642,Estudiante 69642,Contaduría,Santa Ana,7.71
EST069643,Estudiante 69643,Administración,La Libertad,5.5
EST069644,Estudiante 69644,Ingeniería Industrial,Santa Ana,6.86
EST069645,Estudiante 69645,Contaduría,San Miguel,5.34
EST069646,Estudiante 69646,Arquitectura,Santa Ana,5.81
EST069647,Estudiante 69647,Administración,San Salvador,9.44
EST069648,Estudiante 69648,Arquitectura,Santa Ana,6.9
EST069649,Estudiante 69649,Ingeniería en Sistemas,San Salvador,5.3
EST069650,Estudiante 69650,Ingeniería Industrial,Santa Ana,7.43
EST069651,Estudiante 69651,Ingeniería en Sistemas,San Miguel,9.27
EST069652,Estudiante 69652,Ingeniería en Sistemas,Sonsonate,7.66
